eventType,comments
Other,drilled blind <number> hole section with casing drilling from <number> m to <number>  mworked with two pumps through casing and trip tank pump through annulus stopped pumping via trip tank when returns observed at shakers after <number> m<number> of pumpingpumped and spot <number> m<number> of hivis before connection dropped <number> rapid sweep stickspumped <number> m<number> of hivis at the middle of each joint flow <number>  lm  spp <number>  <number> psi wob <number>  <number> mt rpm <number>  <number> torque <number>  <number> kftlbs rop average on bottom <number> mhr average overall rop <number> mhr downhole losses <number> m<number> average losses rate <number> m<number>hr observed oil return at shakers  <number> m oil was highly viscous and tarry pumped hivis through annulus via trip tank troubleshoot leakage at the bell nipple  bop connection while drilling observed partial returns of water then mud on shakers  <number> m return stopped  <number> m
Other,drilled blind <number> hole section with dwc from <number> m to <number>  mworked with two pumps down the casing and trip tank pump through annulus stoppedpumping via trip tank when returned observed at shakerspumped and spot <number> m<number> of hivis before connectionpumped <number>  <number> m<number> of hivis at the middle of each joint and as per hole condition flow <number>  lm  spp <number> psi  wob <number>  <number> mt rpm <number>  <number> torque <number>  <number> kftlbs rop average on bottom <number> mhr average overall rop <number> mhr downhole losses <number> m<number> average losses rate <number> m<number>hrstopped drilling due to lack of water in system
Other,npt transporting  collecting water for blind casing drillingpumped <number> m<number> of hi vis pill  displaced to annulusrotated string <number> rpm  reciprocated <number> m interval pumped <number> m<number> water at <number> min intervals while waiting on water filled annulus with trip tank pumprotating torque increased from <number>  <number> ftlbs to <number> ftlbs during rotation and reciprocating downhole losses <number> m<number> average losses rate <number> m<number>hr
Other,drilled blind <number> hole section with dwc from <number> m to <number> m pumped <number>  <number> m<number> of hivis at the middle of each joint and as per hole condition pumped <number> m<number> of hivis at the end of each joint before connection pumping rate <number>  lm  spp <number> psi  wob <number>  <number> mt rpm <number>  <number> torque <number>  <number> kftlbs observed mix of pumped water  muddy water and oil return at shakers with pure sand at the beginning of drilling gained continuous return at shaker as mainly pumped water with trace oil and muddy water with <number> sg <number> mgl chloride <number> mgl total hardness <number> mgl calcium <number> ph which differ substantially from the properties of the fluid being pumped into the well bore rop average on bottom <number> mhr average overall rop <number> mhr downhole losses <number> m<number> average loss rate <number> m<number>hr
Other,drilled <number> hole section with dwc from <number> m to <number> m  section td top rus formation  <number> m section td confirmed by roo geologist  <number> m <number> csg shoe  <number> m made up <number> x <number> pup jts for space out dropped carbide at <number> m during connection no gas reading during drilling  pumped <number>  <number> m<number> of hivis at the middle of each joint as per hole condition and at the end of each joint before connection pumping rate <number>  lm  spp <number> psi  wob <number> mt rpm <number>  <number> torque <number>  <number> kftlbs rop average on bottom <number> mhr  average overall rop <number> mhr surface losses <number> m<number>    downhole losses <number> m<number>   average loss rate <number> m<number>hr continue return at shakers
Other,swept hole with <number> m<number> hi vis pill circulated hole cleansurface losses <number> m<number>    downhole losses <number> m<number>   average loss rate <number> m<number>hr
Other,rigged up cement lines  cement head
Other,held pre job safety meeting
Other,flushed cement lines with <number> m<number> of water  tested cement lines <number> psi for <number> min ok
Other,pumped <number> m<number> of water for spacerdropped bottom plugmixed and pumped <number> m<number> of lead slurry with <number> sgmixed and pumped <number> m<number> of tail slurry with <number> sg dropped top plugdisplaced cement with <number> m<number> of water bumped plug at <number> psitotal losses during cementing and displacement <number> m<number>continuous return observed during cementing operations at shakers with pure sand surface losses <number> m<number>    downhole losses <number> m<number>   average loss rate <number> m<number>hr
Other,npt tried to test casing to <number> psi observed pressure decrease of <number> psi in <number> mintried <number> times no success swithched to cementing unit for testbleed off pressure through cementing unitline no back flow observed
Other,tested casing to <number> psi by cement unit for <number> min okbleed off pressure no backflow observed
Stuck Pipe,nptworked stuck pipe made up one stand of <number> dp applied torque  <number> ftlbs working down string slack off weigth <number> tons maximum kept trapped pressure <number> psi jarred down few timesjar blow down at <number> tonsobtained restricted rotation with <number> kftlbs and circulation increased flow to <number> lpm and worked stringgot string free at <number> m observed returns on shakers pump rate  <number> lpm spp <number> psi torque  <number> ftlbs continued circulating and reciprocating string
Stuck Pipe,nptwhile reamingbackreaming between <number> m pumped <number> m<number> hivis and continued circulation <number>% of shaker capacity of fine cuttings on shaker when sweep on surfaceflow<number> lpm spp<number> psi rpm<number>no cavings no losses during working stuck pipe
Other,precautionary backreaming from <number> m to <number> mflow<number> lpm spp<number> psi rpm<number>no cavings only fine cuttings on shakers <number>% shaker capacity
Stuck Pipe,pumped <number> m<number> of weighted hivis pill <number> sg and circulatedflow<number> lpm  spp<number> psifew fine cuttings when sweep on surface
Stuck Pipe,pooh to <number> mno resistance observed while stabilizer entering casing shoe
Other,flowcheck well staticperformed kick drill well secured in <number> minutes crew at assigned points
Other,pooh from <number> m to <number> m
Other,pooh from <number> m to <number>m
Other,nptwork to free  stuck slips in rotary table  master bushing
Other,retrieved wear bushingprepaing for bop test
Other,nptrih to <number> mtested choke manifold offline to <number> psi for <number> min
Other,nptrih to <number> mtagged restriction with <number> tonsperformed kick drill good reaction from crew well secured in <number> min
Other,npt observed restriction with <number> mt at <number> m made up top drive reamed down from <number> m to <number> m with <number> lpm <number> rpm spp <number> psi <number> rpmnote <number>% to <number>xxunitperceof fine to medium size flaky cavings observed on shakersincreasingxxunitmwgradually to <number> grcc
Other,npt continued rih free from <number> m to <number> mts
Other,npt observed restriction with <number> mt at <number> m reamed and back reamed from <number> m to <number> m with <number> lpm <number> rpm spp <number> psi <number> rpmnote <number>% to <number>xxunitperceof fine to medium size flaky cavings observed on shakers
Stuck Pipe,npt work on pipe stuck string stuck at <number> m worked on string down until free hard ream  back ream from <number> m to <number> m with torque fluctuation  string stalling flow <number> lpm spp <number> psi torque <number> klbft  found the kill line was not closed pumping through kill line  not through drill string while back reaming for <number> hrs  closed the kill line and attempt to get circulation with no success no return attempt to go down with no success   pulled string with <number> mt overpull  pipe stuck at <number> unable to rotateno return on surface work the string down with maximum slack off weight and right hand torque up to <number> klbft with no progress
Stuck Pipe,npt work on stuck pipe applied <number> klbft right hand torque  slack down with maximum string weight at <number> mt with no progress observed drilling jar not firing switched to water and pump down drill string intermittently with <number> lpm  spp <number> psi with no return  annulus level is static in bell nipple idc fisher man on location at <number> pm
Stuck Pipe,npt continued work on the stuck pipe as per idc fisher man instructions continued work the string down with maximum slack off weight and right hand torque up to <number> klbft with no progress drilling jar not firing annulus level is static in bell nipple
Stuck Pipe,npt pu  mu <number> if surface jar  <number> if p<number> regxxunitbxo  <number> dc  <number> regxxunitp <number> ifxxunitbxo  <number> pup dp
Stuck Pipe,npt adjusted the surface jar  continued jarring down to free the string without success jarriing down the string from <number> m to <number> m kept on jarring every half hour and rest the jar for <number> mins pumped <number> m<number> mud with <number> lpm <number> psi no return slack off all the string weight applied max <number> dp g<number> torque
Stuck Pipe,npt could not disconnect dp from tds due to tds grapple failure attempted to fix no success no working on stuck string 
